User Message,Assistant Message,category
"Taylor, 
Thanks for responding, I wonder if anyone has ever answered no to your follow up question!! 
So to be honest, I don’t 100% understand how I got connected with you guys, example how I got onto your platform initially without setting it up. That said, I did look at it, it seems reputable so I set up a cocktail class portal on there to see if there’s any traction. 
I am happy you guys have a free tiered option, and I also totally understand that the main goal is to get people into the premium tier. I am apprehensive because a few years back I got burned pretty bad with WeddingWire. They tricked me into signing up by sending a fake request right after I signed up which gave me a false affirmation that I made a good decision. In the 6 or so months I was on their premium tier I didn’t get a single real lead and it cost a lot of money. This feels a little bit the same, so if/when I get any type of real traction i’ll be comfortable with looking at pricing for higher tiers. I’m excited at the prospect!! 
Cheers,
{lead_first_name} {lead_last_name}
{supplier_name}


","Hey {lead_first_name}, 

Thanks for your honest feedback! We understand how crucial it is to build trust with our members, and that's why transparency is paramount to us. Actually, the quote request you received was not a set-up—it came from a genuine customer! 

At Reposite, our mission is to facilitate valuable connections between vendors, like {supplier_name}, and our extensive network of travel & event planners. We strive to foster long-term partnerships that lead to repeat business for your company. We're not a public listing site, so through Reposite, you'll be connected with trusted and vetted planners that can bring you a consistent group business. 

And for sure, feel free to explore our basic level first. However, bear in mind that our full membership program provides unlimited leads, networking events, and waived off commissions, among other perks. It can essentially be seen as a toolbox to supercharge your group business. 

You might find it interesting to check out one of our webinars where we discuss how to get the most out of the platform. Here are the links for Tuesdays: https://us02web.zoom.us/meeting/register/tZIoce2upjsuHNwRrZ06ZQ-n0R3QmpL585nc#/registration and for Thursdays: https://us02web.zoom.us/meeting/register/tZUrcu2qqz0jE9EswvqkJHpkEm_C6SvFd2dx#/registration 
That said, can I help point you towards any other resources or information to better understand how Reposite can benefit your business? 
Cheers, 
Taylor",0
"I have gotten messages from multiple people, I don’t know who my representative would be. The newest person is Tim Cotter. Happy to provide honest feedback, us business owners tend to be that way sometimes! 
Can you tell me about the commissions you mentioned below?
{lead_first_name} {lead_last_name}
{supplier_name}
","Hi {lead_first_name}, 
Thanks for your response and your willingness to share honest feedback - it's greatly appreciated and helps us constantly improve! 
Tim is indeed part of our onboarding team which assists with first quote requests, while I'm your point of contact for membership. 
In terms of our commission, with the free tier, if you were to win a booking from a quote request sent via Reposite, we would collect a 15% commission from the final billed amount. However, the benefit of our full membership (for an annual rate of $500) is that all commissions on bookings are completely waived for a year. This rate is our lowest available given that you've been invited by a planner on the platform. 
The full membership also includes amplified visibility to our network of over 2,100 group travel and event planners, unlimited access to respond to all RFPs, and higher ranking of responses on all RFPs. Additionally, members get to utilize our tools and resources to proactively shape and expand their planner partnerships. 
Compared to free tier users, full members get a 24 hour head start to submit quotes and respond - an advantage given that approximately 50% of all bookings on Reposite are awarded to the suppliers who respond within the first 24 hours. 
Are there specific goals you have in mind for your group business in the coming months? 
Best, 
Taylor",0
"That all sounds good, tomorrow we’re working a show with Dan Levy and Adam Pally, if you watch Schitt’s Creek you might know them.


{lead_first_name} {lead_last_name}
{supplier_name}


","Hey {lead_first_name} - 
That sounds like a super exciting event! Schitt’s Creek is definitely a favorite. 

Please let me know if you run into any questions. Otherwise you can use this link below to become a full member to Reposite. {membership_link}

Cheers, 
Taylor",0
"Hi Taylor,
I spoke with our team and they approved me to sign up for the Membership once it looks like we will get a booking. For now, we will wait it out and see what comes our way. We primarily market with OpenTable for standard dining and directly to other local DMCs and concierges right now, but we are not using any formal platforms to do so.
{lead_first_name} {lead_last_name}
{supplier_name} {email}","Hey {lead_first_name} - that's great news! As you know, you're currently on the basic plan, which is how you were able to see and respond to this lead. I'm certainly crossing my fingers for you, but in full transparency non-members only get notified of the quote 24 hours after it's been posted. Given that over half of the bookings on Reposite are awarded to suppliers who respond within the first 24 hours of an inquiry (the head start is a perk only reserved for members), you're at a bit of a disadvantage if you stay on the basic plan. 
OpenTable is great for B2C business, but the Reposite membership is designed to bring consistent group business from professional travel and event planners (our average group size stands at 72 currently). Brendan & Anand may have already mentioned this, but it's worth noting that since you were identified by a planner through Reposite, you actually qualify for a full year of membership at the $500 annual rate (lowest available), which also waives all commissions from successful bookings. It's a no brainer if it's a priority for {supplier_name} to build a pipeline of group business. 
You can set up your membership through this checkout option, or if you still have questions, my colleague Dan runs office hours / Q&A sessions twice a week - Here are the sign up links  for Tuesdays and Thursdays. Just let me know once you pick a date/time so I can give him a heads up.
Taylor
",0
"Good Morning, Taylor, 

Lex Turnbull (copied) coordinates space rentals for events, meetings, etc. Please know that we are not interested in signing up with Reposite, but are happy to arrange an event rental with interested parties. 

Many thanks, 

{lead_first_name} {lead_last_name}","Thanks {lead_first_name}, and apologies for any confusion. Happy to provide a little more context -

Reposite is a marketplace connecting travel & event professionals to sought after suppliers like yourself. Through Reposite you can gain access to hundreds of new travel & event planners who are planning trips in your area. In this instance one of our planners is actively planning a trip, thought you looked like a great fit, and reached out to request a quote. There’s no cost to sign up, create your profile, connect to existing partners, and respond to this lead within Reposite. 

On our basic free plan, we charge a commission on all successful bookings. Through our Membership program ($500 annually), you receive matching inbound leads and group planner partnerships with all commissions and fees waived. It's worth noting that our average group size is 72, and we've seen a pickup in activity in the {destination} area recently. It's a no brainer if you're looking to grow your pipeline of repeatable group business. 

Do you have other tools/platforms that you use to drive group business to {supplier_name}?

Taylor
",0
"Hi Taylor, Thanks for your email. How can I enter the free basic account?
 
Yes, I work with group reservations; if the membership has annual fees, the right person is our Director of Sales, Ada Mabel Rivera. 
 
 
{lead_first_name} {lead_last_name}

E. {email}



 ","Hi {lead_first_name},

 Thanks for your prompt response. To access your free basic account, you simply need to log in through the Reposite website using the credentials you created when you registered. If you're encountering any problems logging in, do let me know and I'll assist as best I can.

 Since discussions about annual fees would be suited for Ada Mabel Rivera, the Director of Sales, could you possibly share her contact information? That way, I can directly reach out to her to discuss the benefits of our membership, which indeed carries an annual fee, and the value it can provide for {supplier_name}'s group reservations.

 Best,
 Taylor",0
"Greetings Taylor, 
 
The RFP was received from the email of reservations department and asked, and they don’t have it.
 
The email of Ada is: adrivera@elconvento.com
 
Thank you, 
 
 
{lead_first_name} {lead_last_name}

E. {email}



 

","Thanks {lead_first_name}! I will contact Ava directly on their email. The details of the quote request is below for your reference.

The quote request came from {reseller_org_name} -they're looking for a Restaurant for a group of {group_size} in {destination} in December. It was originally sent to {email}, but you can view it and all the details directly in the platform by registering via this link: {nmqrurl}. Since this is your first lead, it's complimentary to log in, view and respond directly to {reseller_org_name}. 

Let me know if you have trouble seeing the details from the link above.

Taylor
--






",0
"Dear All
could you please be so kind to keep in touch in December in order to give you more details and rates.
Regards
{lead_first_name}


{lead_first_name}
{supplier_name}

{email} 
   


","Hey {lead_first_name}, 
Completely understand. However, given your initial eagerness to respond to the request and take on more group and FIT business, I highly suggest setting up the free account and responding to Richter ASAP so that they can consider your proposal. It also seems like you're looking to take on more group and FIT business in general, and Reposite is a tool designed to help you in this. You can learn more about the program and sign up using this link: {membership_link} 
With our annual membership program, you're given access to unlimited outbound prospecting for new travel and event planner partnerships, all commission on successful bookings is waived, and you have unlimited opportunities to submit proposals for matching itineraries. You actually qualify for the $500 annual rate (lowest available) since you were invited by a planner on the platform. My colleague Dan runs office hours / Q&A sessions twice a week to answer any questions. Here are the links for Tuesdays: https://us02web.zoom.us/meeting/register/tZIoce2upjsuHNwRrZ06ZQ-n0R3QmpL585nc#/registration and for Thursdays: https://us02web.zoom.us/meeting/register/tZUrcu2qqz0jE9EswvqkJHpkEm_C6SvFd2dx#/registration  
Just let me know once you pick a date/time so I can give him a heads up.
Taylor
",0
"Hi Taylor,
 
Can you please provide more information on this below group reservation you said came through to us?
 
Thank you,
 
 {lead_first_name} {lead_last_name}","Hey {lead_first_name},

 Absolutely, I'd be glad to share more details. {reseller_org_name} is a professional planner and is organizing a group trip to {destination} in {trip_dates}. They're researching hotel options, and used Reposite to reach out for a quote. The request was originally sent to {email}, but you can also view it and respond directly to the planner via this link: {nmqrurl}

 This is your first lead from Reposite and it's complimentary! If you're interested in receiving more leads, you might want to consider our full membership program, which provides unlimited leads for a full year and tools/resources to develop lasting partnerships with travel and event planners. The full list of membership benefits are here: {membership_link}

 Are you looking to expand your groups business?

 Best, 
Taylor
",0
"Not interested, but thank you anyways.
 
{lead_first_name} {lead_last_name}

 
 ","Hey {lead_first_name} -

Completely understand. If you can let me know what about the lead doesn't make sense for {supplier_name}, I can make a note of that going forward so that you only receive relevant leads. Even though this specific group doesn't make sense, I still highly recommend responding just to build the relationship - {reseller_org_name} plans a lot of events/trips in the area, and have told me that they're looking for long-term partners.

Separately, our average group size for trips/events through Reposite is 72, and we've seen a lot of activity pick up in the {destination} area in the past few months. So if you're wanting to learn how to build a more consistent pipeline of group business, then I highly suggest checking out our membership program. You qualify for the $500 annual rate (lowest available) since you were invited by a planner on the platform. Full membership benefits are listed here (which gives unlimited outbound prospecting for new travel and event planner partnerships, waives commission on all earned bookings for a year, and gives you unlimited opportunities to submit proposals for matching itineraries that are trying to source new venues).

Cheers, 
Taylor
",0
"Hi Taylor when I log into reposite website in my account I do not see any jobs listed or any requests for quote 

{lead_first_name} {lead_last_name}","Hi {lead_first_name}, 

I'm sorry for the inconvenience caused. I understand that you are having trouble finding the quote request sent by {reseller_org_name}. It seems like there might be a technical glitch around having multiple accounts for your business. I’ve notified my team and we’ll merge the accounts shortly.

In addition, our full membership program could be a great opportunity for {supplier_name}. It provides you with unlimited access to leads, waived commission fees and more. Check out the membership benefits {membership_link}. 

Is expanding your groups business something you are focusing on this year?

Best, 
Taylor",0
"Good afternoon, Mr. Bowdin,
 
Greetings from Group Sales Department from {supplier_name}.
 
I will be your contact person if you are looking to book 25 rooms and over. Please let me know the date and number of rooms to verify our availability.
 
I remain attentive to your comments.
Kind regards / Saludos cordiales,
{lead_first_name} {lead_last_name}
","Hi  {lead_first_name},

 Great to connect with you! The request from {reseller_org_name} for a group reservation was actually made through Reposite, a platform which links travel and event planners to hotels and other suppliers for their itineraries. They are sourcing for a trip to {destination} that will take place 6/16-6/23 2024.

 If you're unable to find the quote request in your inbox, you can view it and respond directly to {reseller_org_name} here.

 If you're interested in receiving more leads like this, I would highly recommend that you consider our full membership program. It provides unlimited leads for a whole year without hidden fees or add-ons. You can review all of the membership benefits here: {membership_link}

 Are you looking to grow your groups business or build a more consistent pipeline of groups?

 Best, 
Taylor
--







",0
"hello.
I tried to input the quote in your website.
28 pax MiniBus 4hrs(4hrs Minimum)*$169= $676 All Inclusive
Please let us know if you are interested .
—
Best Regards,
 {lead_first_name}
Thank you for choosing {supplier_name}.
{supplier_name}                        
{destination} ","Hi  {lead_first_name}, 
Great to hear from you! While it's delightful to see that you're ready to send out a quote, it's important to get properly connected first. Right now, you're on our basic free plan where you have limited access to handle inbound requests. 
In order to fully utilize the platform and enjoy unlimited access to all inbound leads, you can upgrade to a full Reposite membership which will support your efforts in creating long term relationships with travel and event planners. You can review the membership perks here: {membership_link} 
By becoming a full member, you'll be able to maximize your business' potential and enjoy benefits like automatic matching with relevant planners, a 24-hour head start on responses and priority ranking of responses on all RFPs. 
Glad to see your enthusiasm, and I look forward to seeing {supplier_name} take full advantage of your Reposite membership. 
What other lead sources do you guys use to generate consistent group business? 
Cheers, 
Taylor",0
"Hello, we are not interested in any memberships which require some payments.
Have a good one.
—
Best Regards,
 {lead_first_name}
Thank you for choosing {supplier_name}.
{supplier_name}                        
{destination}     ","Hey  {lead_first_name} - completely understand. For full transparency, the first lead is 100% complimentary, but you do have the option to upgrade to the membership program, which gives unlimited leads for a full year and waives all commissions for successful bookings. 
It's designed as a low-cost option (without any commissions or added fees) to build a more consistent pipeline of group business. You qualify for the $500 annual rate (lowest available) since you were invited by a planner on the platform. Full membership benefits are listed here (which gives unlimited outbound prospecting for new travel and event planner partnerships, waives commission on all earned bookings for a year, and gives you unlimited opportunities to submit proposals for matching itineraries that are trying to source new venues).
Do you have other methods in place to drive group business to {supplier_name}?
Taylor
",0
"No. Thank you for calling our client services team

{lead_first_name} {lead_last_name}","No problem - can you help direct me to the right person? This would be for a group of 70, so definitely don't want it to fall through the cracks!
--",0
"Thank you but  I have no interest in paying for a membership to receive work.
{lead_first_name} {lead_last_name}","Totally understand your rationale on this. It's worth noting that our average group size for trips/events through Reposite is 72, and we've seen a lot of activity pick up in the {destination} area in the past few months. So membership is really only designed for providers who are wanting to learn how to build a more consistent pipeline of group business via B2B planners. Most professional travel and event planners won't engage directly (imagine having to submit forms and leave voicemails for every aspect of an itinerary - restaurants, activities, transportation, hotel, etc. on individual business websites!). 

I will say that you qualify for the $500 annual rate (lowest available) since you were invited by a planner on the platform. Full membership benefits are listed here (which gives unlimited outbound prospecting for new travel and event planner partnerships, waives commission on all earned bookings for a year, and gives you unlimited opportunities to submit proposals for matching itineraries that are trying to source new transportation providers).

My colleague Dan runs office hours / Q&A sessions twice a week to answer any questions. Here are the links for Tuesdays: https://us02web.zoom.us/meeting/register/tZIoce2upjsuHNwRrZ06ZQ-n0R3QmpL585nc#/registration and for Thursdays: https://us02web.zoom.us/meeting/register/tZUrcu2qqz0jE9EswvqkJHpkEm_C6SvFd2dx#/registration  
Just let me know once you pick a date/time so I can give him a heads up.

Taylor







",0
"Hi Taylor,

How did we get on this website? I'm not interested in paying for anything and I do not have time for a phone call.

Thanks,
{lead_first_name} 



-- 

{lead_first_name} {lead_last_name}
{supplier_name}
{email}
","Hey {lead_first_name}  - To answer your question, one of the travel planners we work with was sourcing suppliers via our Quote Request tool for their trip, and after doing some research you looked like a great fit so they reached out through Reposite.

Travel & event planners leverage Reposite as their all-in-one workspace to discover new suppliers, organize their trips & quotes, & build their itineraries. When they're planning trips, they’re able to research activity suppliers and request quotes. You were invited to Reposite from one of these quote requests.

Your first lead through Reposite is complimentary, but future leads are withheld unless you're a member. However, since you were identified by a planner through Reposite, you actually qualify for a full year of Reposite Membership benefits at $500 rate (lowest available). It's a no brainer if you're looking to get more group leads and connect with more group planners. Have you been wanting to grow your groups business?

Taylor





",0
