User Message,Assistant Message,Full Convo,METADATA TAG 1,METADATA TAG 2
,,,,
,"Hey {lead_first_name} -
I noticed that you recently received your very first quote request from a planner (Bho Trips) on Reposite - congrats!
Are you the right person at Travelling Herbivore that handles group reservations?
 
Cheers,
 Taylor
---

Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York
","Example 14: Taylor clarifies what Reposite is and encourages a prospect to sign up.

On Mon, Sep 25, 2023 at 7:12 AM Taylor Bowdin < tbowdin@reposite.io> wrote: 
Hey Team -
I noticed that you recently received your very first quote request from a planner (Bho Trips) on Reposite - congrats!
Are you the right person at Travelling Herbivore that handles group reservations?
 
Cheers,
 Taylor
---



Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York

On Mon, Sep 25, 2023 at 9:40 AM, Travelling Herbivore <tarabmexico@gmail.com> wrote: 
Hello, 
Yes, I am. However, we have never signed up for Reposite nor are we affiliated with said company. 
I am not aware of any new reservations through Reposite?


On Mon, Sep 25, 2023 at 3:13 PM Taylor Bowdin < tbowdin@reposite.io> wrote: 
Hi there, Team! 
Thanks for the quick reply. My apologies for any misunderstanding. Looks like one of the professional planners we work with, Bho Trips, found your details exciting for their upcoming event and used Reposite's platform to send your team a quote request for their Mexico City itinerary. 
You received your quote request because the planner found you suited for their needs. If you don't see it in your inbox, you can view the details and respond directly to Bho Trips here: https://app.reposite.io/suppliers?startTab=signUp&quoteLifecycleUUID=f60470eb-7dac-4698-b0d6-8f758325a369&auth=signUp. 
I recommend becoming a full Reposite Member to receive more quote requests like this one. Being a member allows you to foster relationships and spark new connections with our growing network of professional travel & event planners. It works well for drawing in more group business. 
What do you think – does growing your groups business sound appealing to you? 
Best, 
Taylor

On Tue, Sep 26, 2023 at 7:45 PM, Travelling Herbivore <tarabmexico@gmail.com> wrote: 
Hello,
Thank you for your response. 
We are definitely interested and will look into it.

From: Taylor Bowdin <tbowdin@reposite.io> 
Date: Tue, Sep 26, 2023 at 9:14 PM 
Subject: Re: Welcome to Reposite 
To: < tarabmexico@gmail.com> 
Hi Team, 
That's fantastic! To get started, first, you can respond to Bho Trips' request by signing up for our basic free plan here: https://app.reposite.io/suppliers?startTab=signUp&quoteLifecycleUUID=f60470eb-7dac-4698-b0d6-8f758325a369&auth=signUp. To unlock the full benefits, you can upgrade to our membership plan at any time using this link: https://www.reposite.io/membership-overview-1 
Are there specific types of planners or events that you're particularly wanting to connect with? 
Cheers, 
Taylor
",,
"Hello, 
Yes, I am. However, we have never signed up for Reposite nor are we affiliated with said company. 
I am not aware of any new reservations through Reposite? {lead_first_name} {lead_last_name}","Hi there, {lead_first_name}!
Thanks for the quick reply. My apologies for any misunderstanding. Looks like one of the professional planners we work with, Bho Trips, found your details exciting for their upcoming event and used Reposite's platform to send your team a quote request for their Mexico City itinerary. 
You received your quote request because the planner found you suited for their needs. If you don't see it in your inbox, you can view the details and respond directly to Bho Trips here: https://app.reposite.io/suppliers?startTab=signUp&quoteLifecycleUUID=f60470eb-7dac-4698-b0d6-8f758325a369&auth=signUp. 
I recommend becoming a full Reposite Member to receive more quote requests like this one. Being a member allows you to foster relationships and spark new connections with our growing network of professional travel & event planners. It works well for drawing in more group business. 
What do you think – does growing your groups business sound appealing to you? 
Best, 
Taylor
","Example 14: Taylor clarifies what Reposite is and encourages a prospect to sign up.

On Mon, Sep 25, 2023 at 7:12 AM Taylor Bowdin < tbowdin@reposite.io> wrote: 
Hey Team -
I noticed that you recently received your very first quote request from a planner (Bho Trips) on Reposite - congrats!
Are you the right person at Travelling Herbivore that handles group reservations?
 
Cheers,
 Taylor
---



Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York

On Mon, Sep 25, 2023 at 9:40 AM, Travelling Herbivore <tarabmexico@gmail.com> wrote: 
Hello, 
Yes, I am. However, we have never signed up for Reposite nor are we affiliated with said company. 
I am not aware of any new reservations through Reposite?


On Mon, Sep 25, 2023 at 3:13 PM Taylor Bowdin < tbowdin@reposite.io> wrote: 
Hi there, Team! 
Thanks for the quick reply. My apologies for any misunderstanding. Looks like one of the professional planners we work with, Bho Trips, found your details exciting for their upcoming event and used Reposite's platform to send your team a quote request for their Mexico City itinerary. 
You received your quote request because the planner found you suited for their needs. If you don't see it in your inbox, you can view the details and respond directly to Bho Trips here: https://app.reposite.io/suppliers?startTab=signUp&quoteLifecycleUUID=f60470eb-7dac-4698-b0d6-8f758325a369&auth=signUp. 
I recommend becoming a full Reposite Member to receive more quote requests like this one. Being a member allows you to foster relationships and spark new connections with our growing network of professional travel & event planners. It works well for drawing in more group business. 
What do you think – does growing your groups business sound appealing to you? 
Best, 
Taylor

On Tue, Sep 26, 2023 at 7:45 PM, Travelling Herbivore <tarabmexico@gmail.com> wrote: 
Hello,
Thank you for your response. 
We are definitely interested and will look into it.

From: Taylor Bowdin <tbowdin@reposite.io> 
Date: Tue, Sep 26, 2023 at 9:14 PM 
Subject: Re: Welcome to Reposite 
To: < tarabmexico@gmail.com> 
Hi Team, 
That's fantastic! To get started, first, you can respond to Bho Trips' request by signing up for our basic free plan here: https://app.reposite.io/suppliers?startTab=signUp&quoteLifecycleUUID=f60470eb-7dac-4698-b0d6-8f758325a369&auth=signUp. To unlock the full benefits, you can upgrade to our membership plan at any time using this link: https://www.reposite.io/membership-overview-1 
Are there specific types of planners or events that you're particularly wanting to connect with? 
Cheers, 
Taylor
",,
"Hello,
Thank you for your response. 
We are definitely interested and will look into it.

{lead_first_name} {lead_last_name}","Hi {lead_first_name},
That's fantastic! To get started, first, you can respond to Bho Trips' request by signing up for our basic free plan here: https://app.reposite.io/suppliers?startTab=signUp&quoteLifecycleUUID=f60470eb-7dac-4698-b0d6-8f758325a369&auth=signUp. To unlock the full benefits, you can upgrade to our membership plan at any time using this link: https://www.reposite.io/membership-overview-1 
Are there specific types of planners or events that you're particularly wanting to connect with? 
Cheers, 
Taylor
","Example 14: Taylor clarifies what Reposite is and encourages a prospect to sign up.

On Mon, Sep 25, 2023 at 7:12 AM Taylor Bowdin < tbowdin@reposite.io> wrote: 
Hey Team -
I noticed that you recently received your very first quote request from a planner (Bho Trips) on Reposite - congrats!
Are you the right person at Travelling Herbivore that handles group reservations?
 
Cheers,
 Taylor
---



Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York

On Mon, Sep 25, 2023 at 9:40 AM, Travelling Herbivore <tarabmexico@gmail.com> wrote: 
Hello, 
Yes, I am. However, we have never signed up for Reposite nor are we affiliated with said company. 
I am not aware of any new reservations through Reposite?


On Mon, Sep 25, 2023 at 3:13 PM Taylor Bowdin < tbowdin@reposite.io> wrote: 
Hi there, Team! 
Thanks for the quick reply. My apologies for any misunderstanding. Looks like one of the professional planners we work with, Bho Trips, found your details exciting for their upcoming event and used Reposite's platform to send your team a quote request for their Mexico City itinerary. 
You received your quote request because the planner found you suited for their needs. If you don't see it in your inbox, you can view the details and respond directly to Bho Trips here: https://app.reposite.io/suppliers?startTab=signUp&quoteLifecycleUUID=f60470eb-7dac-4698-b0d6-8f758325a369&auth=signUp. 
I recommend becoming a full Reposite Member to receive more quote requests like this one. Being a member allows you to foster relationships and spark new connections with our growing network of professional travel & event planners. It works well for drawing in more group business. 
What do you think – does growing your groups business sound appealing to you? 
Best, 
Taylor

On Tue, Sep 26, 2023 at 7:45 PM, Travelling Herbivore <tarabmexico@gmail.com> wrote: 
Hello,
Thank you for your response. 
We are definitely interested and will look into it.

From: Taylor Bowdin <tbowdin@reposite.io> 
Date: Tue, Sep 26, 2023 at 9:14 PM 
Subject: Re: Welcome to Reposite 
To: < tarabmexico@gmail.com> 
Hi Team, 
That's fantastic! To get started, first, you can respond to Bho Trips' request by signing up for our basic free plan here: https://app.reposite.io/suppliers?startTab=signUp&quoteLifecycleUUID=f60470eb-7dac-4698-b0d6-8f758325a369&auth=signUp. To unlock the full benefits, you can upgrade to our membership plan at any time using this link: https://www.reposite.io/membership-overview-1 
Are there specific types of planners or events that you're particularly wanting to connect with? 
Cheers, 
Taylor
",,
,,,,
,"Hey {lead_first_name}  -
I noticed that you recently received your very first quote request from a planner (360 Destination Group) on Reposite - congrats!
Are you the right person at Boneyard Saloon that handles group reservations?
 
Cheers,
Taylor
---


Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York
To unsubscribe from future General Marketing Emails click here. Or, manage your subscription preferences.","Example 15: Taylor gets information on who to message and thanks the prospect for pointing them in the right direction.

From: Taylor Bowdin <tbowdin@reposite.io> 
Date: 9/27/23 07:04 (GMT-07:00) 
To: benjamin@dbrparkcity.com
Subject: Accepting new group reservations? 

Hey Benjamin -
I noticed that you recently received your very first quote request from a planner (360 Destination Group) on Reposite - congrats!
Are you the right person at Boneyard Saloon that handles group reservations?
 
Cheers,
Taylor
---


Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York
To unsubscribe from future General Marketing Emails click here. Or, manage your subscription preferences.

On Wed, Sep 27, 2023 at 11:24 AM benjamin <benjamin@dbrparkcity.com> wrote:
I'm not. The person you want to contact for group reservations is Jason Yelton (jason@dbrparkcity.com).

He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.

Looking forward to working with you, though!



Sent from my Galaxy




On Thu, Sep 28, 2023 at 11:33 AM Taylor Bowdin <tbowdin@reposite.io> wrote:
Thanks Benjamin! 

I’ll contact Jason directly, appreciate you pointing me in the right direction.

Cheers,
Taylor.
--



Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York
",,
"m not. The person you want to contact for group reservations is Jason Yelton (jason@dbrparkcity.com).

He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.

Looking forward to working with you, though!
{lead_first_name} {lead_last_name}
Sent from my Galaxy
","Thanks {lead_first_name}! 

I’ll contact Jason directly, appreciate you pointing me in the right direction.

Cheers,
Taylor.
--

Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York","Example 15: Taylor gets information on who to message and thanks the prospect for pointing them in the right direction.

From: Taylor Bowdin <tbowdin@reposite.io> 
Date: 9/27/23 07:04 (GMT-07:00) 
To: benjamin@dbrparkcity.com
Subject: Accepting new group reservations? 

Hey Benjamin -
I noticed that you recently received your very first quote request from a planner (360 Destination Group) on Reposite - congrats!
Are you the right person at Boneyard Saloon that handles group reservations?
 
Cheers,
Taylor
---


Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York
To unsubscribe from future General Marketing Emails click here. Or, manage your subscription preferences.

On Wed, Sep 27, 2023 at 11:24 AM benjamin <benjamin@dbrparkcity.com> wrote:
I'm not. The person you want to contact for group reservations is Jason Yelton (jason@dbrparkcity.com).

He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.

Looking forward to working with you, though!



Sent from my Galaxy




On Thu, Sep 28, 2023 at 11:33 AM Taylor Bowdin <tbowdin@reposite.io> wrote:
Thanks Benjamin! 

I’ll contact Jason directly, appreciate you pointing me in the right direction.

Cheers,
Taylor.
--



Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York
",,
,,,,
,"Hey {lead_first_name} -
I noticed that you recently received your very first quote request from a planner (Alma) on Reposite - congrats!
Are you the right person at Center for Craft that handles group reservations?
 
Cheers,
Taylor
---


Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York
To unsubscribe from future General Marketing Emails click here. Or, manage your subscription preferences.","Example 16: Taylor messages a prospect with why signing up for Reposite is a good idea.


On Wed, Sep 27, 2023 at 9:03 AM Taylor Bowdin <tbowdin@reposite.io> wrote:
Hey Erika -
I noticed that you recently received your very first quote request from a planner (Alma) on Reposite - congrats!
Are you the right person at Center for Craft that handles group reservations?
 
Cheers,
Taylor
---


Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York
To unsubscribe from future General Marketing Emails click here. Or, manage your subscription preferences.

On Wed, Sep 27, 2023 at 9:07 AM Erika Kofler <ekofler@centerforcraft.org> wrote:
Good Morning, Taylor, 

Lex Turnbull (copied) coordinates space rentals for events, meetings, etc. Please know that we are not interested in signing up with Reposite, but are happy to arrange an event rental with interested parties. 

Many thanks, 

Erika

-- 
Erika Kofler
Director of Operations
she/her/hers
(828) 785-1357 ext.109
67 Broadway St. Asheville, NC 28801
centerforcraft.org
FacebookInstagram

The Center respects, values, and celebrates the unique attributes, characteristics, and perspectives that make each person who they are.  All are welcome.

On Thu, Sep 28, 2023 at 11:26 AM Taylor Bowdin <tbowdin@reposite.io> wrote:
Thanks Erika, and apologies for any confusion. Happy to provide a little more context -

Reposite is a marketplace connecting travel & event professionals to sought after suppliers like yourself. Through Reposite you can gain access to hundreds of new travel & event planners who are planning trips in your area. In this instance one of our planners is actively planning a trip, thought you looked like a great fit, and reached out to request a quote. There’s no cost to sign up, create your profile, connect to existing partners, and respond to this lead within Reposite. 

On our basic free plan, we charge a commission on all successful bookings. Through our Membership program ($500 annually), you receive matching inbound leads and group planner partnerships with all commissions and fees waived. It's worth noting that our average group size is 72, and we've seen a pickup in activity in the Asheville area recently. It's a no brainer if you're looking to grow your pipeline of repeatable group business. 

Do you have other tools/platforms that you use to drive group business to Center for Craft?

Taylor
--



Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York",,
"Good Morning, Taylor, 

Lex Turnbull (copied) coordinates space rentals for events, meetings, etc. Please know that we are not interested in signing up with Reposite, but are happy to arrange an event rental with interested parties. 

Many thanks, 

{lead_first_name} 

-- 
{lead_first_name} {lead_last_name}
Director of Operations
she/her/hers
(828) 785-1357 ext.109
67 Broadway St. Asheville, NC 28801
centerforcraft.org
FacebookInstagram

The Center respects, values, and celebrates the unique attributes, characteristics, and perspectives that make each person who they are.  All are welcome.","Thanks {lead_first_name}, and apologies for any confusion. Happy to provide a little more context -

Reposite is a marketplace connecting travel & event professionals to sought after suppliers like yourself. Through Reposite you can gain access to hundreds of new travel & event planners who are planning trips in your area. In this instance one of our planners is actively planning a trip, thought you looked like a great fit, and reached out to request a quote. There’s no cost to sign up, create your profile, connect to existing partners, and respond to this lead within Reposite. 

On our basic free plan, we charge a commission on all successful bookings. Through our Membership program ($500 annually), you receive matching inbound leads and group planner partnerships with all commissions and fees waived. It's worth noting that our average group size is 72, and we've seen a pickup in activity in the Asheville area recently. It's a no brainer if you're looking to grow your pipeline of repeatable group business. 

Do you have other tools/platforms that you use to drive group business to Center for Craft?

Taylor
--



Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York","Example 16: Taylor messages a prospect with why signing up for Reposite is a good idea.


On Wed, Sep 27, 2023 at 9:03 AM Taylor Bowdin <tbowdin@reposite.io> wrote:
Hey Erika -
I noticed that you recently received your very first quote request from a planner (Alma) on Reposite - congrats!
Are you the right person at Center for Craft that handles group reservations?
 
Cheers,
Taylor
---


Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York
To unsubscribe from future General Marketing Emails click here. Or, manage your subscription preferences.

On Wed, Sep 27, 2023 at 9:07 AM Erika Kofler <ekofler@centerforcraft.org> wrote:
Good Morning, Taylor, 

Lex Turnbull (copied) coordinates space rentals for events, meetings, etc. Please know that we are not interested in signing up with Reposite, but are happy to arrange an event rental with interested parties. 

Many thanks, 

Erika

-- 
Erika Kofler
Director of Operations
she/her/hers
(828) 785-1357 ext.109
67 Broadway St. Asheville, NC 28801
centerforcraft.org
FacebookInstagram

The Center respects, values, and celebrates the unique attributes, characteristics, and perspectives that make each person who they are.  All are welcome.

On Thu, Sep 28, 2023 at 11:26 AM Taylor Bowdin <tbowdin@reposite.io> wrote:
Thanks Erika, and apologies for any confusion. Happy to provide a little more context -

Reposite is a marketplace connecting travel & event professionals to sought after suppliers like yourself. Through Reposite you can gain access to hundreds of new travel & event planners who are planning trips in your area. In this instance one of our planners is actively planning a trip, thought you looked like a great fit, and reached out to request a quote. There’s no cost to sign up, create your profile, connect to existing partners, and respond to this lead within Reposite. 

On our basic free plan, we charge a commission on all successful bookings. Through our Membership program ($500 annually), you receive matching inbound leads and group planner partnerships with all commissions and fees waived. It's worth noting that our average group size is 72, and we've seen a pickup in activity in the Asheville area recently. It's a no brainer if you're looking to grow your pipeline of repeatable group business. 

Do you have other tools/platforms that you use to drive group business to Center for Craft?

Taylor
--



Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York",,
,,,,
,"Hey {lead_first_name} -
I noticed that you recently received your very first quote request from a planner (Bho Trips) on Reposite - congrats!
Are you the right person at Palacio Provincial that handles group reservations?
 
Cheers,
Taylor","Example 17: Taylor shares the details of the quote request with a prospect.



Hey Team -
I noticed that you recently received your very first quote request from a planner (Bho Trips) on Reposite - congrats!
Are you the right person at Palacio Provincial that handles group reservations?
 
Cheers,
Taylor
---


Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York
To unsubscribe from future General Marketing Emails click here. Or, manage your subscription preferences.

From: {supplier_name} - Abi Milian <amilian@elconvento.com>
 Sent: Thursday, September 14, 2023 10:55 AM
 To: {supplier_name} - Luz E. Manzano <lmanzano@elconvento.com>
 Subject: FW: Accepting new group reservations? On Mon, Sep 25, 2023 at 2:15 PM, {supplier_name} - Luz E. Manzano <lmanzano@elconvento.com> wrote:
Greetings,
 
My colleague forwards this information to my attention. We don’t see to have an account at Reposi.
 
Please let us know if this can be answer by email instead.
 
Cordially,

Luz Elizabeth Manzano
Group Sales Manager
E. lmanzano@elconvento.com
T. 787-723-9036
C. 787-598-2363
T. 787-723-9020, ext. 359

\From: Taylor Bowdin <tbowdin@reposite.io>
 Sent: Monday, September 25, 2023 3:19 PM
 To: {supplier_name} - Luz E. Manzano <lmanzano@elconvento.com>
 Subject: Re: Welcome to Reposite 
 
Hi Luz,

 Certainly, I'm happy to correspond over email instead.

 The message you received was to inform you that your property, {supplier_name}, was identified by a travel planner using Reposite to plan their group travel. These details were forwarded to your current free basic account on Repsoite.

 To view such quotes, and to unlock full benefits such as connecting with more professional planners and receiving unlimited leads, I would recommend considering an upgrade to our full membership. All the features and benefits for becoming members can be perused here: https://www.reposite.io/membership-overview-1

 Before we proceed, are you the right person to discuss group reservations for {supplier_name}?

 Best,
 Taylor

On Tue, Sep 26, 2023 at 11:09 AM, {supplier_name} - Luz E. Manzano <lmanzano@elconvento.com> wrote:
Hi Taylor, Thanks for your email. How can I enter the free basic account?
 
Yes, I work with group reservations; if the membership has annual fees, the right person is our Director of Sales, Ada Mabel Rivera. 
 
 
Luz Elizabeth Manzano
Group Sales Manager
E. lmanzano@elconvento.com
T. 787-723-9036
C. 787-598-2363
T. 787-723-9020, ext. 359
 


From: Taylor Bowdin <tbowdin@reposite.io>
 Sent: Tuesday, September 26, 2023 2:21 PM
 To: {supplier_name} - Luz E. Manzano <lmanzano@elconvento.com>
 Subject: Re: Welcome to Reposite
 
Hi Luz,

 Thanks for your prompt response. To access your free basic account, you simply need to log in through the Reposite website using the credentials you created when you registered. If you're encountering any problems logging in, do let me know and I'll assist as best I can.

 Since discussions about annual fees would be suited for Ada Mabel Rivera, the Director of Sales, could you possibly share her contact information? That way, I can directly reach out to her to discuss the benefits of our membership, which indeed carries an annual fee, and the value it can provide for {supplier_name}'s group reservations.

 Best,
 Taylor

<lmanzano@elconvento.com> wrote:
Greetings Taylor, 
 
The RFP was received from the email of reservations department and asked, and they don’t have it.
 
The email of Ada is: adrivera@elconvento.com
 
Thank you, 
 
 
Luz Elizabeth Manzano
Group Sales Manager
E. lmanzano@elconvento.com
T. 787-723-9036
C. 787-598-2363
T. 787-723-9020, ext. 359
 


On Thu, Sep 28, 2023 at 11:04 AM Taylor Bowdin <tbowdin@reposite.io> wrote:
Thanks Luz! I will contact Ava directly on their email. The details of the quote request is below for your reference.

The quote request came from Bho Trips -they're looking for a Restaurant for a group of 13 in Puerto Rico in December. It was originally sent to reservations@palacioprovincial.com, but you can view it and all the details directly in the platform by registering via this link. Since this is your first lead, it's complimentary to log in, view and respond directly to Bho Trips. 

Let me know if you have trouble seeing the details from the link above.

Taylor
--



Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York",,
"Greetings,
 
My colleague forwards this information to my attention. We don’t see to have an account at Reposi.
 
Please let us know if this can be answer by email instead.
 
Cordially,
{lead_first_name} {lead_last_name}
Group Sales Manager
E. {email}
T. 787-723-9036
C. 787-598-2363
T. 787-723-9020, ext. 359","Hi {lead_first_name},

 Certainly, I'm happy to correspond over email instead.

 The message you received was to inform you that your property, {supplier_name}, was identified by a travel planner using Reposite to plan their group travel. These details were forwarded to your current free basic account on Repsoite.

 To view such quotes, and to unlock full benefits such as connecting with more professional planners and receiving unlimited leads, I would recommend considering an upgrade to our full membership. All the features and benefits for becoming members can be perused here: https://www.reposite.io/membership-overview-1

 Before we proceed, are you the right person to discuss group reservations for {supplier_name}?

 Best,
 Taylor","Example 17: Taylor shares the details of the quote request with a prospect.



Hey Team -
I noticed that you recently received your very first quote request from a planner (Bho Trips) on Reposite - congrats!
Are you the right person at Palacio Provincial that handles group reservations?
 
Cheers,
Taylor
---


Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York
To unsubscribe from future General Marketing Emails click here. Or, manage your subscription preferences.

From: {supplier_name} - Abi Milian <amilian@elconvento.com>
 Sent: Thursday, September 14, 2023 10:55 AM
 To: {supplier_name} - Luz E. Manzano <lmanzano@elconvento.com>
 Subject: FW: Accepting new group reservations? On Mon, Sep 25, 2023 at 2:15 PM, {supplier_name} - Luz E. Manzano <lmanzano@elconvento.com> wrote:
Greetings,
 
My colleague forwards this information to my attention. We don’t see to have an account at Reposi.
 
Please let us know if this can be answer by email instead.
 
Cordially,

Luz Elizabeth Manzano
Group Sales Manager
E. lmanzano@elconvento.com
T. 787-723-9036
C. 787-598-2363
T. 787-723-9020, ext. 359

\From: Taylor Bowdin <tbowdin@reposite.io>
 Sent: Monday, September 25, 2023 3:19 PM
 To: {supplier_name} - Luz E. Manzano <lmanzano@elconvento.com>
 Subject: Re: Welcome to Reposite 
 
Hi Luz,

 Certainly, I'm happy to correspond over email instead.

 The message you received was to inform you that your property, {supplier_name}, was identified by a travel planner using Reposite to plan their group travel. These details were forwarded to your current free basic account on Repsoite.

 To view such quotes, and to unlock full benefits such as connecting with more professional planners and receiving unlimited leads, I would recommend considering an upgrade to our full membership. All the features and benefits for becoming members can be perused here: https://www.reposite.io/membership-overview-1

 Before we proceed, are you the right person to discuss group reservations for {supplier_name}?

 Best,
 Taylor

On Tue, Sep 26, 2023 at 11:09 AM, {supplier_name} - Luz E. Manzano <lmanzano@elconvento.com> wrote:
Hi Taylor, Thanks for your email. How can I enter the free basic account?
 
Yes, I work with group reservations; if the membership has annual fees, the right person is our Director of Sales, Ada Mabel Rivera. 
 
 
Luz Elizabeth Manzano
Group Sales Manager
E. lmanzano@elconvento.com
T. 787-723-9036
C. 787-598-2363
T. 787-723-9020, ext. 359
 


From: Taylor Bowdin <tbowdin@reposite.io>
 Sent: Tuesday, September 26, 2023 2:21 PM
 To: {supplier_name} - Luz E. Manzano <lmanzano@elconvento.com>
 Subject: Re: Welcome to Reposite
 
Hi Luz,

 Thanks for your prompt response. To access your free basic account, you simply need to log in through the Reposite website using the credentials you created when you registered. If you're encountering any problems logging in, do let me know and I'll assist as best I can.

 Since discussions about annual fees would be suited for Ada Mabel Rivera, the Director of Sales, could you possibly share her contact information? That way, I can directly reach out to her to discuss the benefits of our membership, which indeed carries an annual fee, and the value it can provide for {supplier_name}'s group reservations.

 Best,
 Taylor

<lmanzano@elconvento.com> wrote:
Greetings Taylor, 
 
The RFP was received from the email of reservations department and asked, and they don’t have it.
 
The email of Ada is: adrivera@elconvento.com
 
Thank you, 
 
 
Luz Elizabeth Manzano
Group Sales Manager
E. lmanzano@elconvento.com
T. 787-723-9036
C. 787-598-2363
T. 787-723-9020, ext. 359
 


On Thu, Sep 28, 2023 at 11:04 AM Taylor Bowdin <tbowdin@reposite.io> wrote:
Thanks Luz! I will contact Ava directly on their email. The details of the quote request is below for your reference.

The quote request came from Bho Trips -they're looking for a Restaurant for a group of 13 in Puerto Rico in December. It was originally sent to reservations@palacioprovincial.com, but you can view it and all the details directly in the platform by registering via this link. Since this is your first lead, it's complimentary to log in, view and respond directly to Bho Trips. 

Let me know if you have trouble seeing the details from the link above.

Taylor
--



Taylor Bowdin | Membership Specialist
Reposite, Inc.
420 Lexington Avenue
New York, New York",,
