User Message,Assistant Message
"Most certainly. 
 We love group reservations 
 

 {lead_first_name} {lead_last_name}","Example 23: {agent_name} clarifies if there are multiple accounts for a particular business.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Most certainly. 
 We love group reservations 

 {lead_first_name} {lead_last_name}

Assistant:
Hi {lead_first_name}, 
 
Fantastic to hear! You recently received a quote request from {reseller_org_name} for a group of {group_size}. They're planning an activity in {destination} on {trip_dates}. You can view the full details and respond directly to {reseller_org_name} using this <a href={nmqrurl}> link </a> .
 
The initial inquiry is complimentary, and you only owe us a commission when you are awarded the booking. 
 
Best, 
{agent_name}

User:
I do not see a request for a quote 
 {lead_first_name} {lead_last_name}

Assistant:
Hi {lead_first_name}, 
 
I apologize if there was a mix-up. Let's quickly fix this. The request was initially sent to {email}, but perhaps it got tangled in your inbox. I'll have my team look into this to send the request to your account. You can get in touch directly with the planner by registering for your free account <a href={nmqrurl}> here </a>.

Please let me know if you have any further questions.

{agent_name}

User:
Hi {agent_name} when I log into reposite website in my account I do not see any jobs listed or any requests for quote 
 
{lead_first_name} {lead_last_name}

Assistant:
Hi {lead_first_name}, 
 
I'm sorry for the inconvenience. I understand that you are having trouble finding the quote request sent by {reseller_org_name}. It seems like there might be a technical glitch around having multiple accounts for your business. I’ve notified my team and we’ll merge the accounts shortly. In the meanwhile, you can view the request <a href={nmqrurl}> here </a>.
 
{agent_name}
"
"Good afternoon, Mr. Bowdin,
  
 Greetings from Group Sales Department from {supplier_name}.
  
 I will be your contact person if you are looking to book 25 rooms and over. Please let me know the date and number of rooms to verify our availability.
  
 I remain attentive to your comments.
 Kind regards / Saludos cordiales,
 {lead_first_name} {lead_last_name}","Example 24: {agent_name} clarifies that they are unable to share PDFs of quote requests and encourages the prospect to sign up.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Good afternoon, Mr. Bowdin,
  
 Greetings from Group Sales Department from {supplier_name}.
  
 I will be your contact person if you are looking to book 25 rooms and over. Please let me know the date and number of rooms to verify our availability.
  
 I remain attentive to your comments.
 Kind regards / Saludos cordiales,
 {lead_first_name} {lead_last_name}

Assistant:
Hi {lead_first_name},
 
Great to connect with you! The request from {reseller_org_name} for a group reservation was actually made through Reposite, a platform which links travel and event planners to hotels and other suppliers for their itineraries. They are sourcing for a trip to {destination} that will take place {trip_dates}.
 
You can get in touch directly with the planner by registering for your free account <a href={nmqrurl}> here </a> .

Please let me know if you have any further questions.

{agent_name}

User:
Dear Tylor,
  
 I hope this email finds you well.
  
 We do not use this platform to respond to RFP. Could you print the request to PDF and send it to me? If not, please advise the number of rooms you require and if you will need meeting spaces for private event to verify our availability.
  
 I remain attentive to your comments.
 Kind regards / Saludos cordiales,
  {lead_first_name} {lead_last_name}

Assistant:
Hey {lead_first_name} - 

Happy to provide some additional context here on why the quote details must be sent / received through the portal.
 
Reposite helps travel agents, event planners, and tour operators discover new suppliers, organize all their trips & quotes, and build itineraries. When they plan trips, they’re able to research suppliers and request quotes. You were invited to Reposite from one of these quote requests. By replying through Reposite, they keep all relevant supplier quotes & replies in one place vs having it scattered across multiple emails, calls, documents.
 
There’s no cost to sign up, create your profile, connect to existing partners, and respond to this lead within Reposite using this <a href={nmqrurl}> link </a>.

{agent_name}

User:
Dear {agent_name},
  
 I hope this email finds you well.
  
 Unfortunately, I am not authorized to access to this portal and get a membership, therefore, I won’t be able to provide a proposal for you.
  
 I will remain attentive to any other request, and I will be glad to assist you directly via email.
 Kind regards / Saludos cordiales,
  {lead_first_name} {lead_last_name}

Assistant:

Hi {lead_first_name},

Totally understand, though as a heads up, this is definitely limiting your ability to work with B2B professional travel and event planners, who tend to send consistent, repeatable business to suppliers that they're able to work with easily. To put into perspective, sending requests and receiving responses via email generally works well for B2C business, but most professional travel and event planners won't engage directly (imagine having to submit forms and leave voicemails for every aspect of an itinerary - restaurants, activities, transportation, hotel, etc. on individual business websites!). 

{agent_name}
"
"hello.
 I tried to input the quote in your website.
 28 pax MiniBus 4hrs(4hrs Minimum)*$169= $676 All Inclusive
 Please let us know if you are interested .
 —
 Best Regards,
  {lead_first_name}
 Thank you for choosing {supplier_name}.
 {supplier_name}  
 {destination}","Example 25: {agent_name} encourages a user to respond to a quote request.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
hello.
 I tried to input the quote in your website.
 28 pax MiniBus 4hrs(4hrs Minimum)*$169= $676 All Inclusive
 Please let us know if you are interested .
 —
 Best Regards,
  {lead_first_name}
 Thank you for choosing {supplier_name}.
 {supplier_name}  
 {destination}

Assistant:
Hi {lead_first_name}, 

Great to hear from you! It's good  to see that you're ready to send out a quote. It's free to sign up for our basic membership and respond to this lead. You can get in touch directly with the planner by registering for your account <a href={nmqrurl}> here </a>.

Please let me know if you have any further questions.

{agent_name}

User:
Hello, we are not interested in any memberships which require some payments.
 Have a good one.
 —
 Best Regards,
  {lead_first_name}
 Thank you for choosing {supplier_name}.
 {supplier_name}  
 {destination}

Assistant:
Hey {lead_first_name}

The first lead from Reposite is 100% complimentary, if you receive a booking, there’s just a 15% commission owed to Reposite. Definitely think it’s worth signing up to respond as it could be a great longterm partnership made by connecting with{reseller_org_name}.

User:
Hello, 
 We basically work with other companies like below:
 1- You can email us the trip details and we can let you know our availability. 
 2- Then if you would like to proceed, we will input the reservations and sent you confirmation emails and a CC form. 
 3- Then we will be set all in terms of booking after receiving the CC.
 4- Our driver and vehicle will be at the PU address at thr PU time to conduct the run without any additional communication.
 Please let us know if it would be ok for you, but I assure you we wont subscribe for your services and pay for your services, you can add some commision onto our rates and make money of course.
 Have a good day.
 —
 Best Regards,
  {lead_first_name}
 Thank you for choosing {supplier_name}.
 {supplier_name}  
 {destination}

Assistant:
Thanks for the breakdown. Seems like you have a system in place, but I do have to say that this is likely preventing you from receiving consistent group business from B2B professional travel and event planners. That model generally works well for B2C business, but most professional travel and event planners won't engage directly (imagine having to submit forms and leave voicemails for every aspect of an itinerary - restaurants, activities, transportation, hotel, etc. on individual business websites!).

Reposite helps travel agents, event planners, and tour operators discover new suppliers, organize all their trips & quotes, and build itineraries. When they plan trips, they’re able to research suppliers and request quotes. You were invited to Reposite from one of these quote requests. By replying through Reposite, they keep all relevant supplier quotes & replies in one place vs having it scattered across multiple emails, calls, documents.

Do you think you can try responding to this first request just to try it out?

{agent_name}
"
"No. Thank you for calling our client services team
 

 {lead_first_name} {lead_last_name}","Example 27: {agent_name} requests the correct contact person to share the details of the quote request.


Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
No. Thank you for calling our client services team
 

 {lead_first_name} {lead_last_name}

Assistant:
No problem - can you help direct me to the right person? This would be for a group of 70, so definitely don't want it to fall through the cracks!
 
Best,
{agent_name}"
"Yes but we don’t open links. Can you send us info in a general email and we will answer it.
 

 {lead_first_name} {lead_last_name}","Example 28: {agent_name} clarifies the quote request for a prospect who doesn’t want to open links.


Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Yes but we don’t open links. Can you send us info in a general email and we will answer it.
 

 {lead_first_name} {lead_last_name}

Assistant:
Absolutely, I understand your concern. {reseller_org_name} is interested in booking an event for a group size of {group_size} and it is scheduled for {trip_dates}, in {destination}. They found {supplier_name} through Reposite and wanted to get a quote.
 
Just to clarify, Reposite is a B2B marketplace that connects suppliers like {supplier_name} with a network of professional travel and event planners. Your first lead is complimentary and you are not committing to anything by creating an account today. 
 
You can get in touch directly with the planner by following the instructions below:

You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
Under Organization Name make sure to enter it as "" {supplier_name} "" this will ensure you are brought directly to the quote request
You can also sign up from the original lead email, <a href={nmqr_signup_video}> this video </a> walks you through that process

Please let me know if you have any further questions.

Best, 
{agent_name}

User:
Thank you but I have no interest in paying for a membership to receive work.
 {lead_first_name} {lead_last_name}

Assistant:
Totally understand your rationale on this and want to be clear it's not required to purchase a membership to have a profile on Reposite. There is no risk to signing up and submitting pricing for this lead so we'd love for you to give it a shot. Leaving the link <a href={nmqrurl}> here </a> in case you want to send some options to this group!
 
 {agent_name}
"
"We don’t do reservations 
 

 {lead_first_name} {lead_last_name}","Example 29: {agent_name} encourages a user to respond to a quote request
Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
We don’t do reservations 
 

 {lead_first_name} {lead_last_name}

Assistant:
Totally understand - for a bit more context, 
 
Reposite is a marketplace connecting travel & event professionals to sought after suppliers like yourself. Through Reposite you can gain access to hundreds of new travel & event planners who are planning trips in your area. In this instance one of our planners is actively planning a trip, thought you looked like a great fit, and reached out to request a quote.
 
You can get in touch directly with the planner by following the instructions below:

You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
Under Organization Name make sure to enter it as "" {supplier_name} "" this will ensure you are brought directly to the quote request
You can also sign up from the original lead email, <a href={nmqr_signup_video}> this video </a> walks you through that process

Please let me know if you have any further questions.

Cheers,
{agent_name}
"
"Hi {agent_name},
 

 How did we get on this website? I'm not interested in paying for anything and I do not have time for a phone call.
 

 Thanks,
 {lead_first_name} 
 

 

 

 -- 
 

 {lead_first_name} {lead_last_name}
 {supplier_name}
 {email}","Example 30: {agent_name} explains the benefit of using Reposite for group reservations..

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Hi {agent_name},
 

 How did we get on this website? I'm not interested in paying for anything and I do not have time for a phone call.
 

 Thanks,
 {lead_first_name} 
 
 -- 
 

 {lead_first_name} {lead_last_name}
 {supplier_name}
 {email}

Assistant:
Hey {lead_first_name} - To answer your question, one of the travel planners we work with was sourcing suppliers via our Quote Request tool for their trip, and after doing some research you looked like a great fit so they reached out through Reposite.
 
Travel & event planners leverage Reposite as their all-in-one workspace to discover new suppliers, organize their trips & quotes, & build their itineraries. When they're planning trips, they’re able to research {category} suppliers and request quotes. You were invited to Reposite from one of these quote requests. You can get in touch directly with the planner by following the instructions below:

You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
Under Organization Name make sure to enter it as "" {supplier_name} "" this will ensure you are brought directly to the quote request
You can also sign up from the original lead email, <a href={nmqr_signup_video}> this video </a> walks you through that process

Please let me know if you have any further questions.
 
Cheers,
{agent_name}
"
"Hey guys,
Yes, I handle all inquiries and bookings. We don’t do corporate events. Thanks anyway! xo","Example 31: {agent_name} connects with a supplier who doesn't do corporate events. 

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Hey guys,
Yes, I handle all inquiries and bookings. We don’t do corporate events. Thanks anyway! xo

Assistant:
Hey {lead_first_name} -

Completely understand. I can make a note of that going forward so that you only receive relevant leads. We have a network of over 2,000 travel and event planners that need to source for their needs. 

What types of groups are typical for {supplier_name}?

Cheers,
{agent_name}"
"Hi {agent_name},
  
We already use CVENT for group bookings. ","Example 33: {agent_name} differentiates between CVENT and Reposite and encourages the prospect to sign up.


Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Hi {agent_name},
  
We already use CVENT for group bookings. 

Assistant:
Hello {lead_first_name},

Appreciate your swift reply and mentioning CVENT — many of our hotel partners use Reposite in tandem with CVENT to generate more bookings from a wider range of planners. While CVENT often centers its attention on larger conventions and summits (and is hyper-focused on hotels), Reposite offers planners the opportunity to source hotels AND all additional services to complete their programs. Creating an account and submitting pricing for this RFP is completely free, see below to join the network!

You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
Under Organization Name make sure to enter it as "" {supplier_name} "" this will ensure you are brought directly to the quote request
You can also sign up from the original lead email, <a href={nmqr_signup_video}> this video </a> walks you through that process

Please let me know if you have any further questions.

Cheers,
{agent_name}
"
"I think you may have us confused with another company or group. We are a graphic design and printing company. You can remove our information from your database.
{lead_first_name}","Example 34: {agent_name} clarifies that Reposite also works with printing companies.

​​Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User: 
I think you may have us confused with another company or group. We are a graphic design and printing company. You can remove our information from your database.
{lead_first_name}

Assistant:

Hey {lead_first_name} - Not at all! For full transparency, {reseller_org_name} is looking for a local printing company for an event at {destination} to print custom menus and name cards for {group_size} guests. You can get in touch directly with the planner by following the instructions below:

You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
Under Organization Name make sure to enter it as "" {supplier_name} "" this will ensure you are brought directly to the quote request
You can also sign up from the original lead email, <a href={nmqr_signup_video}> this video </a> walks you through that process

Please let me know if you have any further questions.

Best,
{agent_name}

User:

OK. I'm not sure how my business has ended up on your website, but I appreciate the lead. I've replied to it online.

If you'd like to keep up on your database, please change the email to {email}

{lead_first_name}

Assistant:

Sounds great - to answer your question, one of the travel planners we work with was sourcing suppliers via our Quote Request tool for their trip, and after doing some research you looked like a great fit so they reached out through Reposite.

Travel & event planners leverage Reposite as their all-in-one workspace to discover new suppliers, organize their trips & quotes, & build their itineraries. When they're planning trips, they’re able to research {category} suppliers and request quotes. You were invited to Reposite from one of these quote requests.

Cheers,
{agent_name}
"
"{agent_name}, 

Private parties aren’t really our thing. Sorry! 

 {lead_first_name}","Example 35: {agent_name} explains that a Reposite membership means more than private parties.

user:
{agent_name}, 

Private parties aren’t really our thing. Sorry! 

 {lead_first_name}

Assistant:

Hi team - thanks for the info. Reposite is a B2B marketplace that connects all types of vendors with professional planners who handle all types of group travel and event itineraries. Our marketplace very often receives group requests that don't require a private experience. Are you able to take group reservations?

Cheers,
{agent_name}
"
"{agent_name}, 

Yes I'm very much that person indeed! I've been dealing with some personal family issues as of late that have finally come to rest.  
My business is growing quite rapidly and I;ve been burning the candle at both ends.  i've already set aside some time to follow up on your opportunity in a much more professional manner sometime this afternoon, 

Best Regards,
{lead_first_name}","Example 36: {agent_name} shares a booking link for a prospect who needs to speak to someone.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
{agent_name}, 

Yes I'm very much that person indeed! I've been dealing with some personal family issues as of late that have finally come to rest.  
My business is growing quite rapidly and I've been burning the candle at both ends.  i've already set aside some time to follow up on your opportunity in a much more professional manner sometime this afternoon, 

Best Regards,
{lead_first_name}

Assistant:
Hi {lead_first_name}, 

I'm sincerely glad to hear that you're finding a balance amidst your swiftly growing business and personal commitments. Thumbs up to you for juggling it all! 

I'm always here to assist you with questions, but wanted to provide a little more context for when you have a few minutes later today! One of the travel planners we work with was sourcing suppliers via our Quote Request tool for their trip, and after doing some research you looked like a great fit so they reached out through Reposite. Travel & event planners leverage Reposite as their all-in-one workspace to discover new suppliers, organize their trips & quotes, & build their itineraries. When they're planning trips, they’re able to research {category} suppliers and request quotes. You were invited to Reposite from one of these quote requests.
 
You can get in touch directly with the planner by following the instructions below:

You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
Under Organization Name make sure to enter it as "" {supplier_name} "" this will ensure you are brought directly to the quote request
You can also sign up from the original lead email, <a href={nmqr_signup_video}> this video </a> walks you through that process

Please let me know if you have any further questions.

Cheers,
{agent_name}

User:
{agent_name}, 

Any chance that you have five to ten minutes to speak with me over the phone? 
I'm very much an old school oriented gentleman and I abhor getting bogged down 
with so much technology! Text, chat, email are all the same in that it's far too easy 
to misconstrue the intended message! Rather, I prefer to be able to hear the inflection in a person's voice! 

Respectfully 

{lead_first_name}

Assistant:
Totally understand - while we always offer the bi-weekly Q+A sessions as the first option to help streamline things, we can certainly make an exception and set up a call to walk you through everything. You can choose a time off of Nathalie's calendar <a href={calendar_link}> here </a> (updated in real time) to help with the back-and-forth of scheduling!

Cheers,
{agent_name}
"
"Hello
We only fly 4 to 5 passengers plus the pilot. We specialize in smaller and more personal groups. If you’re looking to fly large groups, call Arizona Balloons.
Thank you
{lead_first_name}","Example 41: {agent_name} explains that smaller groups are also on Reposite.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Hello
We only fly 4 to 5 passengers plus the pilot. We specialize in smaller and more personal groups. If you’re looking to fly large groups, call Arizona Balloons.
Thank you
{lead_first_name}

Assistant: 

Hi {lead_first_name},

Thanks for your swift response! I sense your specialty in delivering personalized experiences for smaller groups.

Reposite isn't just about big groups, our platform also connects you to event and travel planners organizing intimate and bespoke experiences. This particular group is a group of {group_size}, which would very well match your capacity of hosting 4 to 5 passengers at a time. You can get in touch directly with the planner by following the instructions below:

You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
Under Organization Name make sure to enter it as "" {supplier_name} "" this will ensure you are brought directly to the quote request
You can also sign up from the original lead email, <a href={nmqr_signup_video}> this video </a> walks you through that process

Please let me know if you have any further questions.

Best, 
{agent_name}
"
"Hi {agent_name}, 

Yes, I can help you with group events! Which date are you looking for, and for how many people? What type of event are you looking for? 

Please keep in mind we are not a regular restaurant that accepts dinner reservations; you must book a private event to have the club open past 7:30pm Tuesday-Friday, or any day outside of that. 

Best, 
{lead_first_name} {lead_last_name}","Example 43: {agent_name} reiterates the details of the event.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User: 

Hi {agent_name}, 

Yes, I can help you with group events! Which date are you looking for, and for how many people? What type of event are you looking for? 

Please keep in mind we are not a regular restaurant that accepts dinner reservations; you must book a private event to have the club open past 7:30pm Tuesday-Friday, or any day outside of that. 

Best, 
{lead_first_name} {lead_last_name}

Assistant:

Hey {lead_first_name} -

That's awesome! The lead is from {reseller_org_name}, who is interested in arranging an event with you. They are looking for a venue for {group_size} people in {destination} on {trip_dates}. The lead was originally sent directly to your inbox, you can get in touch directly with the planner by following the instructions below:

You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
Under Organization Name make sure to enter it as "" {supplier_name} "" this will ensure you are brought directly to the quote request
You can also sign up from the original lead email, <a href={nmqr_signup_video}> this video </a> walks you through that process.

Please let me know if you have any further questions.

Cheers,
{agent_name}
"
"I received the notification. Wasn't able to login. If you'll send over their contact info, I'd be glad to reach out. 

{lead_first_name} {lead_last_name}","Example 45: {agent_name} explains the details of a login for a prospect who is having trouble.

Assistant: 

Hey Team -
I noticed that you recently received your very first quote request from a planner ({reseller_org_name}) on Reposite - congrats!

Are you the right person at {supplier_name} that handles group reservations?
 
Cheers,
{agent_name}

User:

I received the notification. Wasn't able to login. If you'll send over their contact info, I'd be glad to reach out. 

{lead_first_name} {lead_last_name}

Assistant:

Hey {lead_first_name},

Thanks for the heads up. It looks like you haven't claimed the account yet in order to complete the account set up to review the quote and respond. Try <a href={nmqrurl}> using this link </a> to sign up and set a password (once you set the password, you'll be taken directly to the quote request from {reseller_org_name}). Let me know if you're still having issues.

Best,
{agent_name}  
"
yes,"Example 46: {agent_name} shares a booking link for a prospect who needs to speak to someone.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
yes

Assistant:
Hi {lead_first_name}, 

One of the travel planners we work with was sourcing suppliers via our Quote Request tool for their trip, and after doing some research you looked like a great fit so they reached out through Reposite. Travel & event planners leverage Reposite as their all-in-one workspace to discover new suppliers, organize their trips & quotes, & build their itineraries. When they're planning trips, they’re able to research {category} suppliers and request quotes. You were invited to Reposite from one of these quote requests.
 
You can get in touch directly with the planner by following the instructions below:

You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
Under Organization Name make sure to enter it as "" {supplier_name} "" this will ensure you are brought directly to the quote request
You can also sign up from the original lead email, <a href={nmqr_signup_video}> this video </a> walks you through that process

Please let me know if you have any further questions.

Cheers,
{agent_name}"
urgency,"Example: {agent_name} clarifies the specifics of the quote request and encourages prospect to respond quickly.
Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Hi {agent_name}, this is {lead_first_name}. What can I help you with?

Assistant:
Hey {lead_first_name},

Great! My name is {agent_name} and I’m with Reposite - a marketplace connecting travel & event professionals with sought-after suppliers like yourself. We have a team at Reposite that researches and curates a list of top-notch suppliers in various markets and you were identified as a good match for this trip! The planner has a tight turnaround, can you accommodate a group of {group_size} on {trip_dates}?

It's free to sign up and create your profile. You can do so and respond directly to the request by registering via <a href={nmqrurl}> this link </a>.

Please let me know if I can assist in any way!

 Best, 
{agent_name}
"
